zaehler_id,kunde_id,kundentyp,vertragsleistung_kw,monat,monat_idx,arbeitstage,feiertage_im_monat,mittlere_temperatur_c,heiztage,produktionsplan_index,wartung_aktiv,vormonat_verbrauch_kwh,letzte_3_monate_durchschnitt_kwh,vorjahr_monat_verbrauch_kwh,verbrauch_kwh
ZL-00043,KD-165725,Industrie,323,09.2024,9,21,0,14.0,75,0.763,0,35668.0,38742.333333333336,,35914.0
ZL-00043,KD-165725,industrie,323,10/2024,10,23,1,9.4,190,0.902,0,35914.0,38203.333333333336,,44450.0
ZL-00043,KD-165725,Industrie,323,2024-11,11,21,1,5.4,290,0.963,0,44450.0,38677.333333333336,,42741.0
ZL-00043,KD-165725,Industrie,323,2024-12,12,22,2,1.7,382,0.988,0,42741.0,41035.0,,47445.0
ZL-00043,KD-165725,Industrie,323,01/2025,1,23,1,1.2,395,1.099,0,47445.0,44878.666666666664,61331.0,169164.8865934324
ZL-00043,KD-165725,Industrie,323,2025-02,2,20,0,1.2,395,,0,169164.8865934324,86450.29553114413,45668.0,52993.0
ZL-00043,KD-165725,Industrie,323,2025-03,3,21,0,4.5,312,1.096,0,52993.0,89867.62886447746,49019.0,44261.0
ZL-00043,KD-165725,Industrie,323,04.2025,4,22,1,8.5,212,1.019,0,44261.0,88806.29553114413,56145.0,4.012 MWh
ZL-00043,KD-165725,Industrie,323,05/2025,5,22,1,15.8,30,1.041,0,4011.750478531981,33755.25015951066,49511.0,43190.0
ZL-00043,KD-165725,Industrie,323,06.2025,6,21,0,15.1,48,0.92,0,43190.0,30487.583492843998,37531.0,35962.0
ZL-00043,KD-165725,INDUSTRIE,323,2025-07,7,23,0,19.5,0,0.956,0,35962.0,27721.250159510662,43028.0,41849.0
ZL-00043,KD-165725,Industrie,323,08.2025,8,21,0,19.8,0,0.834,0,41849.0,40333.666666666664,35668.0,35047.0
ZL-00043,KD-165725,Industrie,323,2025-09,9,22,0,14.8,55,0.899,0,35047.0,37619.333333333336,35914.0,43.603 MWh
ZL-00043,KD-165725,Industrie,323,10/2025,10,23,1,13.7,83,0.893,0,43603.0,40166.333333333336,44450.0,38170.0
ZL-00043,KD-165725,Industrie,323,11/2025,11,20,1,6.8,255,0.87,0,38170.0,38940.0,42741.0,33209.0
ZL-00043,KD-165725,Industrie,323,12/2025,12,23,2,4.8,305,0.926,0,33209.0,38327.333333333336,47445.0,43819.0
ZL-00044,KD-229981,Gewerbe,41,01.2024,1,23,1,0.0,425,0.964,0,,35689.5,,10769.0
ZL-00044,KD-229981,Gewerbe,41,02.2024,2,21,0,1.0,400,1.214,0,10769.0,21989.0,,13294.0
ZL-00044,KD-229981,Gewerbe,41,2024-03,3,21,0,6.8,255,1.192,0,13294.0,12031.5,,12254.0
ZL-00044,KD-229981,Gewerbe,41,04/2024,4,22,1,9.6,185,1.097,0,12254.0,12105.666666666666,,12023.0
ZL-00044,KD-229981,Gewerbe,41,05.2024,5,23,1,16.5,12,1.124,0,12023.0,12523.666666666666,,12358.0
ZL-00044,KD-229981,Gewerbe,41,2024-06,6,20,0,17.5,0,0.912,0,12358.0,12211.666666666666,,7387.0
ZL-00044,KD-229981,Gewerbe,41,07.2024,7,23,0,17.4,0,0.855,0,7387.0,10589.333333333334,,7793.0
ZL-00044,KD-229981,Gewerbe,41,2024-08,8,22,0,16.4,15,0.792,0,7793.0,9179.333333333334,,6433.0
ZL-00044,KD-229981,Gewerbe,41,09.2024,9,21,0,14.9,52,0.872,0,6433.0,7204.333333333333,,7604.0
ZL-00044,KD-229981,Gewerbe,41,10.2024,10,23,1,10.9,152,0.822,0,7604.0,7276.666666666667,,8727.0
ZL-00044,KD-229981,Gewerbe,41,11.2024,11,21,1,6.5,262,0.809,1,8727.0,7588.0,,5965.0
ZL-00044,KD-229981,Gewerbe,41,12/2024,12,22,2,3.8,330,1.007,0,5965.0,7432.0,,8083.0
ZL-00044,KD-229981,Gewerbe,41,01/2025,1,23,1,2.6,360,1.121,0,8083.0,7591.666666666667,10769.0,11.382 MWh
ZL-00044,KD-229981,Gewerbe,41,02.2025,2,20,0,1.1,398,1.119,0,11382.0,8476.666666666666,13294.0,10.251 MWh
ZL-00044,KD-229981,Gewerbe,41,2025-03,3,21,0,4.1,322,1.241,0,10251.0,9905.333333333334,12254.0,11835.0
ZL-00044,KD-229981,Gewerbe,41,2025-04,4,22,1,8.1,222,1.194,0,11835.0,11156.0,12023.0,11861.0
ZL-00044,KD-229981,Gewerbe,41,05/2025,5,22,1,12.9,102,1.164,0,11861.0,11315.666666666666,12358.0,10403.0
ZL-00044,KD-229981,Gewerbe,41,06/2025,6,21,0,16.4,15,1.063,0,10403.0,11366.333333333334,7387.0,10241.0
ZL-00044,KD-229981,Gewerbe,41,07/2025,7,23,0,19.5,0,0.944,0,10241.0,10835.0,7793.0,9256.0
ZL-00044,KD-229981,Gewerbe,41,08.2025,8,21,0,17.8,0,0.771,0,9256.0,9966.666666666666,6433.0,8565.0
ZL-00044,KD-229981,Gewerbe,41,2025-09,9,22,0,15.4,40,0.822,0,8565.0,9354.0,7604.0,9481.0
ZL-00044,KD-229981,Gewerbe,41,10/2025,10,23,1,11.5,138,0.829,0,9481.0,9100.666666666666,8727.0,8288.0
ZL-00044,KD-229981,Gewerbe,41,11.2025,11,20,1,6.2,270,0.854,0,8288.0,8778.0,5965.0,7636.0
ZL-00044,KD-229981,Gewerbe,41,12/2025,12,23,2,0.3,418,0.954,0,7636.0,8468.333333333334,8083.0,12538.0
ZL-00045,KD-184654,Industrie,336,2024-01,1,23,1,1.7,382,0.958,0,,7962.0,,75175.0
ZL-00045,KD-184654,Industrie,336,2024-02,2,21,0,5.1,298,1.201,0,75175.0,41405.5,,100280.0
ZL-00045,KD-184654,Industrie,336,03/2024,3,21,0,6.4,265,,0,100280.0,87727.5,,101520.0
ZL-00045,KD-184654,Industrie,336,04.2024,4,22,1,5.6,285,1.195,0,101520.0,92325.0,,94325.0
ZL-00045,KD-184654,Industrie,336,2024-05,5,23,1,15.9,27,1.181,0,94325.0,98708.33333333333,,89223.0
ZL-00045,KD-184654,Industrie,336,2024-06,6,20,0,15.9,27,0.939,0,89223.0,95022.66666666667,,69458.0
ZL-00045,KD-184654,Industrie,336,2024-07,7,23,0,22.4,0,0.881,0,69458.0,84335.33333333333,,76978.0
ZL-00045,KD-184654,Industrie,336,08/2024,8,22,0,19.2,0,0.91,0,76978.0,78553.0,,79443.0
ZL-00045,KD-184654,Industrie,336,09.2024,9,21,0,12.5,112,0.815,0,79443.0,75293.0,,68041.0
ZL-00045,KD-184654,Industrie,336,10.2024,10,23,1,7.9,228,0.806,0,68041.0,74820.66666666667,,76157.0
ZL-00045,KD-184654,Industrie,336,11.2024,11,21,1,8.3,217,0.96,0,76157.0,74547.0,,58674.0
ZL-00045,KD-184654,Industrie,336,12.2024,12,22,2,3.7,332,0.941,0,58674.0,67624.0,,82623.0
ZL-00045,KD-184654,Industrie,336,01.2025,1,23,1,4.3,318,1.246,0,82623.0,72484.66666666667,75175.0,104939.0
ZL-00045,KD-184654,Industrie,336,02/2025,2,20,0,2.0,375,1.175,0,104939.0,82078.66666666667,100280.0,28456.219743342717
ZL-00045,KD-184654,Industrie,336,03/2025,3,21,0,5.9,278,1.204,0,28456.219743342717,72006.0732477809,101520.0,107303.0
ZL-00045,KD-184654,Industrie,336,04.2025,4,22,1,9.4,190,1.123,0,107303.0,80232.73991444758,94325.0,106730.0
ZL-00045,KD-184654,Industrie,336,05.2025,5,22,1,13.0,100,1.224,0,106730.0,80829.73991444758,89223.0,116062.0
ZL-00045,KD-184654,Industrie,336,06/2025,6,21,0,16.4,15,0.941,0,116062.0,110031.66666666667,69458.0,78349.0
ZL-00045,KD-184654,Industrie,336,07/2025,7,23,0,19.3,0,0.986,0,78349.0,100380.33333333333,76978.0,84.404 MWh
ZL-00045,KD-184654,Industrie,336,08.2025,8,21,0,17.7,0,0.763,0,84404.0,92938.33333333333,79443.0,61613.0
ZL-00045,KD-184654,Industrie,336,09.2025,9,22,0,12.5,112,1.033,0,61613.0,74788.66666666667,68041.0,97566.0
ZL-00045,KD-184654,Industrie,336,10/2025,10,23,1,11.2,145,0.936,0,97566.0,81194.33333333333,76157.0,82209.0
ZL-00045,KD-184654,Industrie,336,2025-11,11,20,1,4.7,308,0.85,0,82209.0,80462.66666666667,58674.0,68196.0
ZL-00045,KD-184654,Industrie,336,12.2025,12,23,2,-2.9,497,1.042,0,68196.0,82657.0,82623.0,94687.0
ZL-00046,KD-691723,Gewerbe,119,2024-01,1,23,1,1.8,380,1.16,0,,75202.5,,17215.0
ZL-00046,KD-691723,Gewerbe,119,02.2024,2,21,0,0.3,418,1.058,0,17215.0,42705.5,,16849.0
ZL-00046,KD-691723,Gewerbe,119,03.2024,3,21,0,7.0,250,1.113,0,16849.0,17032.0,,14492.0
ZL-00046,KD-691723,Gewerbe,119,04.2024,4,22,1,11.0,150,1.05,0,14492.0,16185.333333333334,,13215.0
ZL-00046,KD-691723,Gewerbe,119,05.2024,5,23,1,14.4,65,1.113,0,13215.0,14852.0,,17365.0
ZL-00046,KD-691723,Gewerbe,119,2024-06,6,20,0,20.7,0,1.015,0,17365.0,15024.0,,12580.0
ZL-00046,KD-691723,Gewerbe,119,07/2024,7,23,0,18.8,0,0.928,0,12580.0,14386.666666666666,,12652.0
ZL-00046,KD-691723,Gewerbe,119,08/2024,8,22,0,18.6,0,0.806,0,12652.0,14199.0,,10620.0
ZL-00046,KD-691723,Gewerbe,119,2024-09,9,21,0,16.0,25,0.833,0,10620.0,11950.666666666666,,10677.0
ZL-00046,KD-691723,Gewerbe,119,10/2024,10,23,1,10.9,152,0.813,0,10677.0,11316.333333333334,,11236.0
ZL-00046,KD-691723,Gewerbe,119,11/2024,11,21,1,7.7,233,0.964,0,11236.0,10844.333333333334,,15369.0
ZL-00046,KD-691723,Gewerbe,119,12/2024,12,22,2,0.1,422,0.916,0,15369.0,12427.333333333334,,15185.0
ZL-00046,KD-691723,Gewerbe,119,01/2025,1,23,1,-0.9,447,1.011,0,15185.0,13930.0,17215.0,13677.0
ZL-00046,KD-691723,Gewerbe,119,02/2025,2,20,0,,348,1.195,0,13677.0,14743.666666666666,16849.0,14886.0
ZL-00046,KD-691723,Gewerbe,119,03.2025,3,21,0,4.3,318,1.115,0,14886.0,14582.666666666666,14492.0,14933.0
ZL-00046,KD-691723,Gewerbe,119,2025-04,4,22,1,10.9,152,1.271,0,14933.0,14498.666666666666,13215.0,13765.0
ZL-00046,KD-691723,Gewerbe,119,05/2025,5,22,1,14.6,60,1.091,0,13765.0,14528.0,17365.0,14.224 MWh
ZL-00046,KD-691723,Gewerbe,119,06/2025,6,21,0,16.0,25,0.855,0,14224.0,14307.333333333334,12580.0,11894.0
ZL-00046,KD-691723,Gewerbe,119,07/2025,7,23,0,19.6,0,0.819,0,11894.0,13294.333333333334,12652.0,11600.0
ZL-00046,KD-691723,Gewerbe,119,08.2025,8,21,0,17.1,0,0.823,0,11600.0,12572.666666666666,10620.0,12265.0
ZL-00046,KD-691723,Gewerbe,119,09/2025,9,22,0,13.5,88,0.909,0,12265.0,11919.666666666666,10677.0,40108.193072931186
ZL-00046,KD-691723,Gewerbe,119,10/2025,10,23,1,10.6,160,0.921,0,40108.193072931186,21324.39769097706,11236.0,15639.0
ZL-00046,KD-691723,Gewerbe,119,2025-11,11,20,1,6.1,272,0.886,1,15639.0,22670.731024310397,15369.0,27318.976564793935
ZL-00046,KD-691723,Gewerbe,119,12.2025,12,23,2,1.5,388,1.099,0,27318.976564793935,27688.72321257504,15185.0,16595.0
ZL-00047,KD-419030,Gewerbe,64,01/2024,1,23,1,1.6,385,1.101,0,,21478.988282396967,,6240.0
ZL-00047,KD-419030,Gewerbe,64,2024-02,2,21,0,2.6,360,1.104,0,6240.0,16779.488282396967,,5629.0
ZL-00047,KD-419030,Gewerbe,64,2024-03,3,21,0,8.3,217,1.244,0,5629.0,5934.5,,7159.0
ZL-00047,KD-419030,Gewerbe,64,2024-04,4,22,1,9.9,178,1.065,0,7159.0,6342.666666666667,,6775.0
ZL-00047,KD-419030,Gewerbe,64,2024-05,5,23,1,15.8,30,1.119,0,6775.0,6521.0,,6701.0
ZL-00047,KD-419030,Gewerbe,64,06/2024,6,20,0,18.4,0,1.053,0,6701.0,6878.333333333333,,5613.0
ZL-00047,KD-419030,Gewerbe,64,2024-07,7,23,0,22.4,0,0.974,0,5613.0,6363.0,,6108.0
ZL-00047,KD-419030,Gewerbe,64,08.2024,8,22,0,18.8,0,0.858,0,6108.0,6140.666666666667,,4622.0
ZL-00047,KD-419030,Gewerbe,64,09.2024,9,21,0,14.4,65,0.92,0,4622.0,5447.666666666667,,5250.0
ZL-00047,KD-419030,Gewerbe,64,10/2024,10,23,1,12.9,102,1.017,0,5250.0,5326.666666666667,,6428.0
ZL-00047,KD-419030,Gewerbe,64,2024-11,11,21,1,6.6,260,0.913,0,6428.0,5433.333333333333,,4646.0
ZL-00047,KD-419030,gewerbe,64,12.2024,12,22,2,3.9,328,1.005,1,4646.0,5441.333333333333,,4442.0
ZL-00047,KD-419030,Gewerbe,64,2025-01,1,23,1,2.1,372,1.149,0,4442.0,5172.0,6240.0,7521.0
ZL-00047,KD-419030,Gewerbe,64,02.2025,2,20,0,-1.2,455,1.109,0,7521.0,5536.333333333333,5629.0,6475.0
ZL-00047,KD-419030,Gewerbe,64,03.2025,3,21,0,6.6,260,1.127,0,6475.0,6146.0,7159.0,6547.0
ZL-00047,KD-419030,Gewerbe,64,04.2025,4,22,1,10.5,162,1.037,0,6547.0,6847.666666666667,6775.0,22.953 MWh
ZL-00047,KD-419030,Gewerbe,64,05/2025,5,22,1,14.2,70,0.937,0,22952.636767098167,11991.545589032723,6701.0,6527.0
ZL-00047,KD-419030,Gewerbe,64,06.2025,6,21,0,16.8,5,0.909,0,6527.0,12008.878922366057,5613.0,4973.0
ZL-00047,KD-419030,Gewerbe,64,2025-07,7,23,0,16.6,10,0.994,0,4973.0,11484.21225569939,6108.0,6773.0
ZL-00047,KD-419030,Gewerbe,64,08/2025,8,21,0,20.3,0,,0,6773.0,6091.0,4622.0,3506.0
ZL-00047,KD-419030,Gewerbe,64,09/2025,9,22,0,15.6,35,0.889,0,3506.0,5084.0,5250.0,5108.0
ZL-00047,KD-419030,Gewerbe,64,10.2025,10,23,1,12.7,108,0.989,0,5108.0,5129.0,6428.0,5007.0
ZL-00047,KD-419030,Gewerbe,64,11/2025,11,20,1,3.7,332,0.938,0,5007.0,4540.333333333333,4646.0,4949.0
ZL-00047,KD-419030,Gewerbe,64,12.2025,12,23,2,2.8,355,0.929,0,4949.0,5021.333333333333,4442.0,6905.0
ZL-00048,KD-428947,Industrie,165,2024-01,1,23,1,0.6,410,1.064,0,,4978.0,,42915.0
ZL-00048,KD-428947,Industrie,165,02/2024,2,21,0,2.2,370,1.16,0,42915.0,23932.0,,39901.0
ZL-00048,KD-428947,Industrie,165,03.2024,3,21,0,,282,1.181,0,39901.0,41408.0,,44571.0
ZL-00048,KD-428947,Industrie,165,04/2024,4,22,1,10.8,155,1.139,1,44571.0,42462.333333333336,,28913.0
ZL-00048,KD-428947,Industrie,165,05/2024,5,23,1,13.8,80,1.126,0,28913.0,37795.0,,39698.0
ZL-00048,KD-428947,Industrie,165,2024-06,6,20,0,15.4,40,1.08,0,39698.0,37727.333333333336,,28578.0
ZL-00048,KD-428947,Industrie,165,07.2024,7,23,0,19.1,0,0.887,0,28578.0,32396.333333333332,,33821.0
ZL-00048,KD-428947,Industrie,165,08.2024,8,22,0,18.7,0,0.982,0,33821.0,34032.333333333336,,31042.0
ZL-00048,KD-428947,Industrie,165,2024-09,9,21,0,14.9,52,0.876,0,31042.0,31147.0,,29324.0
ZL-00048,KD-428947,Industrie,165,2024-10,10,23,1,6.2,270,0.692,0,29324.0,31395.666666666668,,25554.0
ZL-00048,KD-428947,Industrie,165,11.2024,11,21,1,7.0,250,0.91,0,25554.0,28640.0,,29716.0
ZL-00048,KD-428947,Industrie,165,12/2024,12,22,2,1.5,388,0.986,0,29716.0,28198.0,,36396.0
ZL-00048,KD-428947,Industrie,165,2025-01,1,23,1,-1.0,450,,0,36396.0,30555.333333333332,42915.0,51179.0
ZL-00048,KD-428947,industrie,165,2025-02,2,20,0,3.4,340,1.083,0,51179.0,39097.0,39901.0,35705.0
ZL-00048,KD-428947,Industrie,165,03/2025,3,21,0,7.0,250,1.162,0,35705.0,41093.333333333336,44571.0,38.961 MWh
ZL-00048,KD-428947,Industrie,165,04.2025,4,22,1,9.5,188,1.016,0,38961.0,41948.333333333336,28913.0,35111.0
ZL-00048,KD-428947,Industrie,165,05/2025,5,22,1,12.3,117,,0,35111.0,36592.333333333336,39698.0,35608.0
ZL-00048,KD-428947,Industrie,165,2025-06,6,21,0,17.3,0,1.064,0,35608.0,36560.0,28578.0,39302.0
ZL-00048,KD-428947,Industrie,165,07/2025,7,23,0,19.2,0,0.827,0,39302.0,36673.666666666664,33821.0,20081.0
ZL-00048,KD-428947,Industrie,165,08.2025,8,21,0,20.4,0,0.947,0,20081.0,31663.666666666668,31042.0,30803.0
ZL-00048,KD-428947,Industrie,165,2025-09,9,22,0,14.3,67,0.941,0,30803.0,30062.0,29324.0,25349.0
ZL-00048,KD-428947,Industrie,165,10/2025,10,23,1,12.8,105,0.969,0,25349.0,25411.0,25554.0,33949.0
ZL-00048,KD-428947,Industrie,165,11.2025,11,20,1,5.2,295,1.049,1,33949.0,30033.666666666668,29716.0,24.071 MWh
ZL-00048,KD-428947,Industrie,165,12.2025,12,23,2,-0.0,425,1.062,1,24071.0,27789.666666666668,36396.0,30867.0
ZL-00049,KD-655839,Gewerbe,40,01.2024,1,23,1,-0.7,442,1.109,0,,29010.0,,8286.0
ZL-00049,KD-655839,Gewerbe,40,02.2024,2,21,0,1.9,378,1.179,0,8286.0,16178.5,,8426.0
ZL-00049,KD-655839,Gewerbe,40,03.2024,3,21,0,5.9,278,1.156,0,8426.0,8356.0,,6954.0
ZL-00049,KD-655839,Gewerbe,40,04.2024,4,22,1,10.5,162,1.1,0,6954.0,7888.666666666667,,6441.0
ZL-00049,KD-655839,Gewerbe,40,2024-05,5,23,1,13.9,77,1.137,0,6441.0,7273.666666666667,,7140.0
ZL-00049,KD-655839,Gewerbe,40,06.2024,6,20,0,18.5,0,1.036,0,7140.0,6845.0,,6346.0
ZL-00049,KD-655839,Gewerbe,40,07.2024,7,23,0,18.6,0,0.995,0,6346.0,6642.333333333333,,1223.4487131481178
ZL-00049,KD-655839,Gewerbe,40,08.2024,8,22,0,16.0,25,0.853,0,1223.4487131481178,4903.149571049373,,5652.0
ZL-00049,KD-655839,Gewerbe,40,09/2024,9,21,0,14.8,55,0.84,0,5652.0,4407.149571049373,,4869.0
ZL-00049,KD-655839,Gewerbekunde,40,2024-10,10,23,1,8.0,225,0.887,0,4869.0,3914.8162377160393,,5216.0
ZL-00049,KD-655839,Gewerbe,40,2024-11,11,21,1,6.4,265,0.915,0,5216.0,5245.666666666667,,5605.0
ZL-00049,KD-655839,Gewerbe,40,12/2024,12,22,2,3.6,335,1.227,0,5605.0,5230.0,,8581.0
ZL-00049,KD-655839,Gewerbe,40,01.2025,1,23,1,-0.5,438,1.23,0,8581.0,6467.333333333333,8286.0,7419.0
ZL-00049,KD-655839,Gewerbe,40,02/2025,2,20,0,4.1,322,1.13,0,7419.0,7201.666666666667,8426.0,8111.0
ZL-00049,KD-655839,Gewerbe,40,03/2025,3,21,0,7.3,242,1.14,0,8111.0,8037.0,6954.0,6939.0
ZL-00049,KD-655839,Gewerbe,40,04/2025,4,22,1,11.8,130,1.166,0,6939.0,7489.666666666667,6441.0,8237.0
ZL-00049,KD-655839,Gewerbe,40,2025-05,5,22,1,14.3,67,1.041,0,8237.0,7762.333333333333,7140.0,5931.0
ZL-00049,KD-655839,Gewerbe,40,2025-06,6,21,0,15.5,38,0.964,0,5931.0,7035.666666666667,6346.0,5585.0
ZL-00049,KD-655839,Gewerbe,40,2025-07,7,23,0,20.2,0,0.928,0,5585.0,6584.333333333333,1223.4487131481178,6957.0
ZL-00049,KD-655839,Gewerbe,40,08.2025,8,21,0,18.1,0,,0,6957.0,6157.666666666667,5652.0,4476.0
ZL-00049,KD-655839,Gewerbe,40,09.2025,9,22,0,15.2,45,0.865,0,4476.0,5672.666666666667,4869.0,5815.0
ZL-00049,KD-655839,Gewerbe,40,10/2025,10,23,1,10.7,158,0.9,0,5815.0,5749.333333333333,5216.0,5554.0
ZL-00049,KD-655839,Gewerbe,40,2025-11,11,20,1,7.7,233,0.67,0,5554.0,5281.666666666667,5605.0,3673.0
ZL-00049,KD-655839,Gewerbe,40,2025-12,12,23,2,3.1,348,,0,3673.0,5014.0,8581.0,5832.0
ZL-00050,KD-373538,Gewerbe,48,01.2024,1,23,1,0.9,403,1.007,0,,4613.5,,5.063 MWh
ZL-00050,KD-373538,Gewerbe,48,02.2024,2,21,0,-0.9,447,1.152,0,5063.0,4368.0,,5862.0
ZL-00050,KD-373538,Gewerbe,48,2024-03,3,21,0,5.0,300,1.088,0,5862.0,5462.5,,5130.0
ZL-00050,KD-373538,Gewerbe,48,2024-04,4,22,1,11.1,148,,0,5130.0,5351.666666666667,,5958.0
ZL-00050,KD-373538,GEWERBE,48,05.2024,5,23,1,14.4,65,1.147,0,5958.0,5650.0,,5688.0
ZL-00050,KD-373538,Gewerbe,48,06.2024,6,20,0,14.7,58,1.157,0,5688.0,5592.0,,5859.0
ZL-00050,KD-373538,Gewerbe,48,2024-07,7,23,0,16.3,17,0.997,0,5859.0,5835.0,,4534.0
ZL-00050,KD-373538,Gewerbe,48,08/2024,8,22,0,19.3,0,0.743,0,4534.0,5360.333333333333,,3173.0
ZL-00050,KD-373538,Gewerbe,48,09/2024,9,21,0,13.4,90,0.757,0,3173.0,4522.0,,3191.0
ZL-00050,KD-373538,Gewerbe,48,10/2024,10,23,1,9.6,185,0.829,0,3191.0,3632.6666666666665,,3.905 MWh
ZL-00050,KD-373538,gewerbe,48,11/2024,11,21,1,7.0,250,0.829,0,3905.0,3423.0,,3655.0
ZL-00050,KD-373538,Gewerbe,48,2024-12,12,22,2,3.8,330,1.086,0,3655.0,3583.6666666666665,,4778.0
ZL-00050,KD-373538,Gewerbe,48,01/2025,1,23,1,-0.1,428,1.062,1,4778.0,4112.666666666667,5063.0,11587.37336448984
ZL-00050,KD-373538,Gewerbe,48,02/2025,2,20,0,1.9,378,1.146,0,11587.37336448984,6673.4577881632795,5862.0,5438.0
ZL-00050,KD-373538,Gewerbe,48,03.2025,3,21,0,5.9,278,1.26,0,5438.0,7267.7911214966125,5130.0,5989.0
ZL-00050,KD-373538,Gewerbe,48,04/2025,4,22,1,9.8,180,1.284,0,5989.0,7671.4577881632795,5958.0,7829.0
ZL-00050,KD-373538,Gewerbe,48,05.2025,5,22,1,14.1,73,1.053,0,7829.0,6418.666666666667,5688.0,5408.0
ZL-00050,KD-373538,Gewerbe,48,06.2025,6,21,0,18.1,0,0.891,0,5408.0,6408.666666666667,5859.0,5513.0
ZL-00050,KD-373538,Gewerbe,48,2025-07,7,23,0,18.0,0,0.83,0,5513.0,6250.0,4534.0,4686.0
ZL-00050,KD-373538,Gewerbe,48,2025-08,8,21,0,16.7,8,0.962,0,4686.0,5202.333333333333,3173.0,3865.0
ZL-00050,KD-373538,Gewerbe,48,2025-09,9,22,0,17.5,0,0.871,0,3865.0,4688.0,3191.0,3610.0
ZL-00050,KD-373538,Gewerbe,48,2025-10,10,23,1,12.6,110,0.799,0,3610.0,4053.6666666666665,3905.0,3889.0
ZL-00050,KD-373538,Gewerbe,48,11.2025,11,20,1,4.3,318,0.982,0,3889.0,3788.0,3655.0,4413.0
ZL-00050,KD-373538,Gewerbe,48,2025-12,12,23,2,2.2,370,,0,4413.0,3970.6666666666665,4778.0,5554.0
ZL-00051,KD-431236,Gewerbe,40,01.2024,1,23,1,2.5,362,0.933,0,,4151.0,,7969.0
ZL-00051,KD-431236,Gewerbe,40,2024-02,2,21,0,3.1,348,0.969,0,7969.0,6191.0,,7797.0
ZL-00051,KD-431236,Gewerbe,40,03/2024,3,21,0,6.7,258,1.034,0,7797.0,7883.0,,7351.0
ZL-00051,KD-431236,Gewerbe,40,04/2024,4,22,1,9.7,183,1.222,0,7351.0,7705.666666666667,,10869.0
ZL-00051,KD-431236,Gewerbe,40,05.2024,5,23,1,16.6,10,1.059,0,10869.0,8672.333333333334,,10113.0
ZL-00051,KD-431236,Gewerbe,40,06/2024,6,20,0,17.3,0,0.997,1,10113.0,9444.333333333334,,5621.0
ZL-00051,KD-431236,Gewerbe,40,07/2024,7,23,0,18.2,0,0.94,0,5621.0,8867.666666666666,,8187.0
ZL-00051,KD-431236,Gewerbe,40,08.2024,8,22,0,20.3,0,,0,8187.0,7973.666666666667,,7153.0
ZL-00051,KD-431236,Gewerbe,40,09/2024,9,21,0,15.1,48,0.812,0,7153.0,6987.0,,6755.0
ZL-00051,KD-431236,Gewerbe,40,10/2024,10,23,1,11.5,138,0.839,0,6755.0,7365.0,,7902.0
ZL-00051,KD-431236,Gewerbe,40,11/2024,11,21,1,6.3,268,0.851,0,7902.0,7270.0,,6355.0
ZL-00051,KD-431236,Gewerbe,40,2024-12,12,22,2,2.7,358,0.961,0,6355.0,7004.0,,7950.0
ZL-00051,KD-431236,Gewerbe,40,01.2025,1,23,1,-0.5,438,1.065,0,7950.0,7402.333333333333,7969.0,10096.0
ZL-00051,KD-431236,Gewerbe,40,2025-02,2,20,0,-0.2,430,1.11,0,10096.0,8133.666666666667,7797.0,8241.0
ZL-00051,KD-431236,Gewerbe,40,03/2025,3,21,0,8.2,220,1.185,0,8241.0,8762.333333333334,7351.0,11410.0
ZL-00051,KD-431236,Gewerbe,40,04/2025,4,22,1,10.4,165,1.091,0,11410.0,9915.666666666666,10869.0,9490.0
ZL-00051,KD-431236,Gewerbe,40,2025-05,5,22,1,15.2,45,1.199,0,9490.0,9713.666666666666,10113.0,10465.0
ZL-00051,KD-431236,Gewerbe,40,06/2025,6,21,0,14.4,65,0.917,0,10465.0,10455.0,5621.0,8014.0
ZL-00051,KD-431236,Gewerbe,40,07.2025,7,23,0,,0,0.883,0,8014.0,9323.0,8187.0,7796.0
ZL-00051,KD-431236,Gewerbe,40,08.2025,8,21,0,18.2,0,0.902,0,7796.0,8758.333333333334,7153.0,7414.0
ZL-00051,KD-431236,Gewerbe,40,09.2025,9,22,0,13.8,80,0.899,0,7414.0,7741.333333333333,6755.0,7027.0
ZL-00051,KD-431236,GEWERBE,40,10/2025,10,23,1,10.9,152,0.774,0,7027.0,7412.333333333333,7902.0,6547.0
ZL-00051,KD-431236,Gewerbe,40,11.2025,11,20,1,4.5,312,0.917,0,6547.0,6996.0,6355.0,7103.0
ZL-00051,KD-431236,Gewerbe,40,12.2025,12,23,2,,375,1.064,0,7103.0,6892.333333333333,7950.0,8412.0
ZL-00052,KD-628178,Gewerbe,33,01/2024,1,23,1,0.8,405,0.947,0,,6825.0,,7172.0
ZL-00052,KD-628178,Gewerbe,33,2024-02,2,21,0,3.6,335,1.123,0,7172.0,7137.5,,5866.0
ZL-00052,KD-628178,Gewerbe,33,2024-03,3,21,0,8.3,217,1.031,0,5866.0,6519.0,,5371.0
ZL-00052,KD-628178,Gewerbe,33,04/2024,4,22,1,,120,1.065,0,5371.0,6136.333333333333,,6443.0
ZL-00052,KD-628178,Gewerbe,33,05.2024,5,23,1,10.6,160,1.082,0,6443.0,5893.333333333333,,7169.0
ZL-00052,KD-628178,Gewerbe,33,2024-06,6,20,0,,35,0.983,0,7169.0,6327.666666666667,,4968.0
